CustomerID,Recency_Score,Frequency_Score,Monetary_Score,log_Recency,log_Frequency,log_Monetary,Clusters,Cluster Labels
12408.0,4,4,5,3.5263605246161616,4.663439094112067,7.968856059639959,1,Champions
12409.0,2,4,5,4.382026634673881,4.700480365792417,9.312325497408466,0,Loyal Customers
12410.0,1,2,3,5.736572297479192,3.295836866004329,6.542947351813216,0,Loyal Customers
12412.0,2,4,4,4.330733340286331,4.127134385045092,7.1130443840624835,0,Loyal Customers
12413.0,3,3,3,4.219507705176107,3.6635616461296463,6.632133521022722,0,Loyal Customers
12414.0,1,2,3,5.384495062789089,2.9444389791664403,6.334007604663525,0,Loyal Customers
12415.0,4,5,5,3.2188758248682006,6.57507584059962,11.735393027855736,1,Champions
12417.0,5,5,5,1.3862943611198906,5.262690188904886,8.202509843461513,1,Champions
12418.0,2,3,3,4.736198448394496,3.5553480614894135,6.506650650150935,0,Loyal Customers
12420.0,3,2,3,4.174387269895637,3.4011973816621555,6.3992436425478765,3,New Customers
12421.0,4,3,3,2.833213344056216,3.828641396489095,6.69461156224626,3,New Customers
12422.0,2,3,3,4.574710978503383,3.6888794541139363,6.690295544136225,0,Loyal Customers
12423.0,5,5,4,0.6931471805599453,4.836281906951478,7.528498419486568,1,Champions
12424.0,2,3,4,5.099866427824199,3.4339872044851463,7.474182104762846,0,Loyal Customers
12425.0,2,3,3,4.3694478524670215,3.6109179126442243,6.6569835605504535,0,Loyal Customers
12426.0,1,3,3,5.278114659230518,3.4339872044851463,6.369438547154207,0,Loyal Customers
12427.0,4,3,3,3.1354942159291497,3.4657359027997265,6.717562827807613,3,New Customers
12428.0,4,5,5,3.295836866004329,5.68697535633982,8.981865132439246,1,Champions
12429.0,5,4,5,2.302585092994046,4.584967478670572,8.22988438262624,1,Champions
12430.0,3,1,2,3.784189633918261,2.4849066497880004,5.5506312951620265,3,New Customers
12431.0,3,5,5,3.6109179126442243,5.4638318050256105,8.767321360814657,1,Champions
12432.0,3,4,5,3.784189633918261,4.6913478822291435,8.529185001388596,1,Champions
12433.0,5,5,5,0.6931471805599453,6.042632833682381,9.50128237507538,1,Champions
12434.0,2,3,3,4.454347296253507,3.9318256327243257,6.6934971352559,0,Loyal Customers
12435.0,2,3,5,4.394449154672439,3.6109179126442243,8.965831447914955,0,Loyal Customers
12436.0,2,2,3,4.61512051684126,2.833213344056216,6.234430333369278,0,Loyal Customers
12437.0,5,5,5,1.0986122886681096,5.303304908059076,8.507629605767502,1,Champions
12438.0,4,4,5,2.70805020110221,4.59511985013459,7.9751692554798295,1,Champions
12441.0,1,1,1,5.908082938168931,2.4849066497880004,5.162211233551045,2,At Risk Customers
12442.0,5,1,1,1.3862943611198906,2.5649493574615367,5.153638355178593,3,New Customers
12444.0,4,5,5,3.091042453358316,5.181783550292085,8.518484357502437,1,Champions
12445.0,4,1,1,3.1354942159291497,1.6094379124341003,4.900820428089049,3,New Customers
12446.0,3,4,4,4.07753744390572,4.07753744390572,6.9110598129904375,1,Champions
12447.0,1,2,2,5.497168225293202,3.295836866004329,6.168543217293113,2,At Risk Customers
12448.0,3,2,2,3.8066624897703196,3.1354942159291497,6.110247083097449,3,New Customers
12449.0,4,5,5,3.1354942159291497,5.2574953720277815,8.310978042729836,1,Champions
12450.0,2,1,1,5.056245805348308,2.1972245773362196,5.292701627762401,2,At Risk Customers
12451.0,5,5,5,2.4849066497880004,5.872117789475416,9.109029423519523,1,Champions
12452.0,4,2,2,2.8903717578961645,3.1354942159291497,6.067429722163682,3,New Customers
12453.0,2,3,3,4.90527477843843,3.784189633918261,6.562571204258897,0,Loyal Customers
12454.0,3,2,5,4.04305126783455,2.772588722239781,8.168866163607964,0,Loyal Customers
12455.0,2,4,5,4.304065093204169,4.51085950651685,7.81110665732229,0,Loyal Customers
12456.0,3,5,5,3.8066624897703196,4.836281906951478,8.065277779528966,1,Champions
12457.0,3,4,5,4.204692619390966,4.1588830833596715,7.768207666517555,1,Champions
12458.0,3,3,4,4.276666119016055,3.6635616461296463,6.854776354191251,0,Loyal Customers
12461.0,2,3,3,4.553876891600541,3.58351893845611,6.718868216346018,0,Loyal Customers
12462.0,4,4,4,2.995732273553991,4.143134726391533,7.082204261557526,1,Champions
12463.0,3,4,4,3.9889840465642745,4.430816798843313,7.204729049594601,1,Champions
12464.0,5,2,4,2.3978952727983707,3.4011973816621555,7.100893128209941,3,New Customers
12465.0,4,3,3,2.8903717578961645,3.8712010109078907,6.610951732080795,3,New Customers
12468.0,1,3,3,5.241747015059643,3.6635616461296463,6.593783986707386,0,Loyal Customers
12471.0,5,5,5,1.0986122886681096,6.131226489483141,9.89291435274037,1,Champions
12472.0,4,5,5,3.4965075614664802,5.8289456176102075,8.790742363252102,1,Champions
12473.0,4,5,5,3.4011973816621555,5.123963979403259,8.276152945361936,1,Champions
12474.0,4,5,5,2.8903717578961645,6.0473721790462776,8.899060720499207,1,Champions
12475.0,3,3,3,4.007333185232471,3.6109179126442243,6.585316116572351,0,Loyal Customers
12476.0,4,5,5,2.833213344056216,5.455321115357702,8.82723638014411,1,Champions
12477.0,4,5,5,3.1780538303479458,5.707110264748875,9.489542087633343,1,Champions
12478.0,5,3,3,1.6094379124341003,3.6109179126442243,6.525014994979364,3,New Customers
12479.0,5,3,3,2.4849066497880004,3.4657359027997265,6.269474999863032,3,New Customers
12480.0,4,5,5,3.367295829986474,5.043425116919247,8.096400209353131,1,Champions
12481.0,4,5,5,3.1780538303479458,5.37989735354046,8.62709099798378,1,Champions
12483.0,4,4,5,2.8903717578961645,4.330733340286331,7.8184222269860015,1,Champions
12484.0,4,5,5,3.5263605246161616,5.840641657373398,8.418106288764006,1,Champions
12488.0,5,3,4,2.3978952727983707,4.02535169073515,7.169857970780942,1,Champions
12489.0,1,2,2,5.820082930352362,2.772588722239781,5.816902804925467,2,At Risk Customers
12490.0,5,5,5,1.791759469228055,5.5053315359323625,8.597653657970227,1,Champions
12491.0,3,2,2,3.6888794541139363,3.295836866004329,6.134265345739653,3,New Customers
12492.0,3,2,2,4.1588830833596715,3.044522437723423,5.5767442414854775,3,New Customers
12493.0,2,2,2,5.117993812416755,3.1354942159291497,6.0747481512447195,2,At Risk Customers
12494.0,4,4,4,2.833213344056216,4.356708826689592,7.128576134926702,1,Champions
12497.0,2,1,4,4.418840607796598,2.70805020110221,6.950910549296065,0,Loyal Customers
12498.0,4,2,2,3.091042453358316,3.1780538303479458,6.00314605188182,3,New Customers
12500.0,4,4,5,3.1780538303479458,4.127134385045092,8.356747405587967,1,Champions
12501.0,1,5,5,5.823045895483019,5.0106352940962555,7.682662153888476,0,Loyal Customers
12502.0,2,5,5,4.574710978503383,4.997212273764115,8.222787230875806,1,Champions
12504.0,4,1,2,2.9444389791664403,2.302585092994046,6.180120167963518,3,New Customers
12506.0,1,2,1,5.455321115357702,3.1780538303479458,4.310799125385514,2,At Risk Customers
12507.0,2,2,4,4.90527477843843,3.1354942159291497,7.174578816863813,0,Loyal Customers
12508.0,4,4,2,3.295836866004329,4.23410650459726,5.988660619775247,3,New Customers
12509.0,1,1,1,5.652489180268651,2.0794415416798357,5.178970608915471,2,At Risk Customers
12510.0,2,3,4,4.969813299576001,3.5263605246161616,6.8911888096735625,0,Loyal Customers
12512.0,3,3,1,4.204692619390966,3.4657359027997265,4.891701596682476,3,New Customers
12513.0,2,3,3,4.736198448394496,3.58351893845611,6.418837907265026,0,Loyal Customers
12514.0,1,3,4,5.5909869805108565,3.9512437185814275,6.926262950537876,0,Loyal Customers
12515.0,1,2,2,5.869296913133774,2.833213344056216,5.95246380975825,2,At Risk Customers
12516.0,2,2,4,4.3694478524670215,3.295836866004329,7.180115570136106,0,Loyal Customers
12517.0,4,5,5,3.367295829986474,5.634789603169249,7.817061677081847,1,Champions
12518.0,5,5,5,0.6931471805599453,4.8283137373023015,7.629436465014086,1,Champions
12519.0,3,2,2,4.174387269895637,2.8903717578961645,5.804652925041163,3,New Customers
12520.0,2,5,5,4.382026634673881,5.030437921392435,7.876737127834484,1,Champions
12521.0,2,3,3,4.969813299576001,3.6635616461296463,6.39806234681208,0,Loyal Customers
12522.0,3,1,1,3.6888794541139363,2.5649493574615367,5.266413817535028,2,At Risk Customers
12523.0,4,4,4,2.995732273553991,4.672828834461906,7.490400973937009,1,Champions
12524.0,5,5,5,2.302585092994046,4.976733742420574,8.408877201532766,1,Champions
12526.0,5,4,4,0.6931471805599453,4.276666119016055,7.183612715167257,1,Champions
12527.0,2,2,2,4.418840607796598,2.9444389791664403,5.857104239599851,2,At Risk Customers
12528.0,5,4,4,2.302585092994046,4.532599493153256,7.567593835498341,1,Champions
12530.0,3,4,4,4.110873864173311,4.204692619390966,7.416546835435133,1,Champions
12531.0,4,2,1,2.772588722239781,2.8903717578961645,4.838026416156094,3,New Customers
12532.0,4,2,2,3.4339872044851463,2.833213344056216,5.860301775655642,3,New Customers
12534.0,2,4,4,4.882801922586371,4.1588830833596715,6.9940980992041535,0,Loyal Customers
12535.0,2,3,3,4.532599493153256,3.5553480614894135,6.575563866544399,0,Loyal Customers
12536.0,3,5,5,3.784189633918261,5.568344503761097,9.441676670894656,1,Champions
12538.0,4,2,2,3.4011973816621555,3.091042453358316,5.899760357897641,3,New Customers
12539.0,4,5,5,3.1354942159291497,5.6131281063880705,8.625033629522884,1,Champions
12540.0,4,5,5,3.044522437723423,6.171700597410915,9.503102518971122,1,Champions
12541.0,4,3,4,3.4339872044851463,3.970291913552122,6.889774590946187,1,Champions
12544.0,3,2,2,3.6109179126442243,2.995732273553991,5.923453336491439,3,New Customers
12545.0,2,3,4,4.330733340286331,3.9318256327243257,6.9091443138264115,0,Loyal Customers
12546.0,3,4,4,3.8712010109078907,4.248495242049359,7.058328137461511,1,Champions
12547.0,1,1,1,5.293304824724492,2.1972245773362196,5.341376856008484,2,At Risk Customers
12548.0,2,1,1,5.117993812416755,1.791759469228055,4.566429357671661,2,At Risk Customers
12550.0,2,3,4,4.382026634673881,4.060443010546419,6.872987835288763,0,Loyal Customers
12551.0,1,1,1,5.883322388488279,2.3978952727983707,5.1298987149230735,2,At Risk Customers
12552.0,3,2,2,3.6888794541139363,3.044522437723423,6.084089306213804,3,New Customers
12553.0,5,5,5,2.1972245773362196,5.2574953720277815,8.214270231095687,1,Champions
12556.0,3,4,3,3.9318256327243257,4.787491742782046,6.397862553264747,0,Loyal Customers
12557.0,4,3,5,2.833213344056216,3.5263605246161616,9.391991704219834,1,Champions
12558.0,5,1,2,2.1972245773362196,2.4849066497880004,5.601971208509516,3,New Customers
12559.0,1,2,3,5.7430031878094825,3.091042453358316,6.33276439774036,0,Loyal Customers
12560.0,5,4,5,1.791759469228055,4.663439094112067,7.666226609492505,1,Champions
12561.0,1,2,1,5.717027701406222,2.833213344056216,5.480013727948073,2,At Risk Customers
12562.0,5,5,5,2.1972245773362196,5.1298987149230735,8.23820389374878,1,Champions
12564.0,1,2,2,5.568344503761097,3.091042453358316,6.12665081966305,2,At Risk Customers
12565.0,1,1,1,5.66988092298052,2.302585092994046,4.989888220951467,2,At Risk Customers
12566.0,2,2,2,4.465908118654584,2.995732273553991,5.865476063654188,2,At Risk Customers
12567.0,4,5,5,3.1780538303479458,6.102558594613569,9.148707492038316,1,Champions
12569.0,5,5,5,1.0986122886681096,5.241747015059643,8.324988557507531,1,Champions
12571.0,3,3,3,3.713572066704308,3.5553480614894135,6.255001200981438,0,Loyal Customers
12572.0,5,4,4,2.302585092994046,4.110873864173311,6.928949094989139,1,Champions
12573.0,1,2,1,5.429345628954441,3.367295829986474,5.08475279001415,2,At Risk Customers
12574.0,1,1,1,5.75890177387728,2.4849066497880004,5.391124416134243,2,At Risk Customers
12576.0,3,4,4,3.6109179126442243,4.48863636973214,7.182982612166326,1,Champions
12577.0,3,5,3,3.58351893845611,4.990432586778736,6.441903020858877,1,Champions
12578.0,4,4,5,3.091042453358316,4.74493212836325,7.935769837637909,1,Champions
12579.0,2,2,2,4.3694478524670215,3.4011973816621555,6.0899968031722285,2,At Risk Customers
12580.0,1,2,2,5.5134287461649825,3.2188758248682006,6.032366538428407,2,At Risk Customers
12581.0,3,2,1,3.713572066704308,2.772588722239781,5.291846475417725,3,New Customers
12582.0,1,2,3,5.480638923341991,3.1354942159291497,6.239027502962935,0,Loyal Customers
12583.0,5,5,5,1.3862943611198906,5.5134287461649825,8.89321301083995,1,Champions
12584.0,5,4,5,1.6094379124341003,4.574710978503383,7.757542894498013,1,Champions
12585.0,1,4,4,5.459585514144159,4.477336814478207,7.621244157199997,0,Loyal Customers
12586.0,4,1,1,2.8903717578961645,2.4849066497880004,5.2879639544685455,3,New Customers
12587.0,5,1,1,2.1972245773362196,1.6094379124341003,4.976733742420574,3,New Customers
12588.0,3,1,1,3.6888794541139363,2.3978952727983707,5.3748153375207615,2,At Risk Customers
12589.0,4,3,3,3.4011973816621555,3.58351893845611,6.473396747218992,3,New Customers
12590.0,1,4,5,5.356586274672012,4.23410650459726,9.196774773912752,0,Loyal Customers
12591.0,1,2,2,5.762051382780177,3.295836866004329,6.117766746972636,2,At Risk Customers
12592.0,2,2,2,4.532599493153256,2.9444389791664403,6.083587835983788,2,At Risk Customers
12593.0,2,2,2,4.700480365792417,3.091042453358316,6.038109554931026,2,At Risk Customers
12594.0,3,4,5,3.6635616461296463,4.77912349311153,8.113492525763553,1,Champions
12596.0,3,2,3,3.9512437185814275,3.332204510175204,6.428541364981557,3,New Customers
12597.0,4,5,5,2.995732273553991,5.332718793265369,8.245966975595675,1,Champions
12598.0,5,5,5,2.3978952727983707,4.890349128221754,8.01436219197595,1,Champions
12599.0,4,4,4,3.4011973816621555,4.143134726391533,6.940783782995926,1,Champions
12600.0,4,4,5,3.4011973816621555,4.174387269895637,7.863282108506616,1,Champions
12601.0,1,2,3,5.25227342804663,3.367295829986474,6.359677669513258,0,Loyal Customers
12602.0,3,1,1,4.0943445622221,2.5649493574615367,5.037731519757957,2,At Risk Customers
12603.0,4,1,3,3.1354942159291497,1.3862943611198906,6.606920419952056,3,New Customers
12604.0,2,2,2,4.382026634673881,2.833213344056216,5.541969178493598,2,At Risk Customers
12607.0,3,4,4,4.110873864173311,4.624972813284271,7.3655028587473295,1,Champions
12609.0,2,4,4,4.3694478524670215,4.110873864173311,7.0280684444921455,0,Loyal Customers
12610.0,4,4,5,3.1780538303479458,4.672828834461906,7.6499497335130995,1,Champions
12611.0,3,4,4,3.970291913552122,4.189654742026425,7.085332264745334,1,Champions
12612.0,2,2,3,4.31748811353631,2.995732273553991,6.558254538791405,0,Loyal Customers
12613.0,3,5,5,4.060443010546419,5.0369526024136295,8.115335568501695,1,Champions
12614.0,1,2,2,5.631211781821365,3.044522437723423,5.757639147446912,2,At Risk Customers
12615.0,5,4,5,1.0986122886681096,4.663439094112067,7.73726297143202,1,Champions
12616.0,2,3,3,4.564348191467836,3.4965075614664802,6.571303042160927,0,Loyal Customers
12617.0,4,3,2,3.4011973816621555,3.7376696182833684,5.869240414362608,3,New Customers
12618.0,4,1,1,3.1354942159291497,2.4849066497880004,5.183523608545955,3,New Customers
12619.0,4,4,5,2.833213344056216,4.51085950651685,8.200354155974704,1,Champions
12620.0,4,4,4,2.772588722239781,4.532599493153256,7.20073081629489,1,Champions
12621.0,5,5,5,1.0986122886681096,6.148468295917647,9.524469857917655,1,Champions
12622.0,1,1,1,5.4510384535657,2.4849066497880004,5.199049364889367,2,At Risk Customers
12623.0,1,2,2,5.6240175061873385,2.9444389791664403,5.723911845951367,2,At Risk Customers
12624.0,2,3,3,4.672828834461906,3.6635616461296463,6.464790775403018,0,Loyal Customers
12625.0,1,4,5,5.3612921657094255,4.465908118654584,7.895368965589599,0,Loyal Customers
12626.0,4,5,5,3.1780538303479458,5.68697535633982,8.798074188898816,1,Champions
12627.0,5,5,5,2.4849066497880004,5.442417710521793,8.407273409191232,1,Champions
12628.0,5,3,3,1.6094379124341003,3.7376696182833684,6.668812575758953,3,New Customers
12630.0,5,4,4,2.3978952727983707,4.174387269895637,7.1482513998271635,1,Champions
12631.0,3,3,3,4.060443010546419,3.4657359027997265,6.463809184055691,0,Loyal Customers
12633.0,3,4,5,4.0943445622221,4.624972813284271,7.6801664025186325,1,Champions
12635.0,2,4,4,4.51085950651685,4.624972813284271,7.432590311121191,0,Loyal Customers
12637.0,3,5,5,4.219507705176107,5.948034989180646,8.70016453705169,1,Champions
12638.0,4,3,3,3.5263605246161616,3.6888794541139363,6.511284599453549,3,New Customers
12639.0,1,2,2,5.480638923341991,3.1354942159291497,6.188469440812497,2,At Risk Customers
12640.0,4,3,4,3.2188758248682006,3.9889840465642745,7.06951692181073,1,Champions
12641.0,2,1,1,4.7535901911063645,2.3978952727983707,5.230573714461517,2,At Risk Customers
12642.0,4,3,4,3.258096538021482,3.8712010109078907,6.9219145615400475,1,Champions
12643.0,2,2,5,4.859812404361672,3.2188758248682006,8.11541328460481,0,Loyal Customers
12644.0,2,3,2,4.875197323201151,3.4657359027997265,6.171512688316606,0,Loyal Customers
12645.0,3,4,4,3.5553480614894135,4.304065093204169,7.482220269767765,1,Champions
12646.0,5,3,4,1.791759469228055,3.828641396489095,7.206355036031724,1,Champions
12647.0,4,5,5,3.1354942159291497,4.812184355372417,8.222505302105255,1,Champions
12648.0,2,2,2,5.049856007249537,3.091042453358316,5.765347830314356,2,At Risk Customers
12649.0,2,3,3,4.68213122712422,3.4657359027997265,6.4369673422476765,0,Loyal Customers
12650.0,5,2,2,1.3862943611198906,3.044522437723423,5.753968489569372,3,New Customers
12651.0,1,1,1,5.817111159963204,2.302585092994046,4.74493212836325,2,At Risk Customers
12652.0,1,3,3,5.805134968916488,3.8918202981106265,6.82543832049292,0,Loyal Customers
12653.0,2,3,5,5.0106352940962555,3.784189633918261,7.701132335950876,0,Loyal Customers
12654.0,5,3,3,2.4849066497880004,3.6635616461296463,6.401884028681278,3,New Customers
12656.0,4,5,5,2.8903717578961645,4.844187086458591,8.30700781907883,1,Champions
12657.0,5,3,4,2.4849066497880004,3.8712010109078907,7.4049970586737315,1,Champions
12658.0,4,3,3,2.995732273553991,3.6109179126442243,6.532407069777784,3,New Customers
12659.0,4,1,1,3.4339872044851463,1.791759469228055,4.529152699564175,3,New Customers
12660.0,5,1,1,2.4849066497880004,2.639057329615259,5.50573795739701,3,New Customers
12662.0,5,5,5,0.6931471805599453,5.442417710521793,8.256031004164345,1,Champions
12664.0,5,3,5,2.1972245773362196,3.6375861597263857,8.49349048870337,1,Champions
12665.0,1,1,1,5.786897381366708,1.3862943611198906,4.1588830833596715,2,At Risk Customers
12667.0,3,3,3,4.07753744390572,3.5263605246161616,6.431540399799522,0,Loyal Customers
12668.0,5,5,5,2.5649493574615367,5.087596335232384,8.244898785891763,1,Champions
12669.0,2,4,5,5.0238805208462765,4.624972813284271,7.917547282845659,0,Loyal Customers
12670.0,5,4,5,2.3978952727983707,4.532599493153256,8.005383750527514,1,Champions
12672.0,1,1,1,5.802118375377063,2.3978952727983707,5.424509391785796,2,At Risk Customers
12673.0,5,3,3,1.791759469228055,3.7612001156935624,6.415947661051908,3,New Customers
12674.0,3,4,4,3.6888794541139363,4.430816798843313,7.586600674831223,1,Champions
12676.0,4,3,4,3.258096538021482,3.828641396489095,7.194729601037682,1,Champions
12678.0,3,5,5,3.7612001156935624,5.111987788356544,9.777326645314199,1,Champions
12679.0,3,3,4,4.0943445622221,3.8918202981106265,7.015730373647435,0,Loyal Customers
12680.0,5,3,3,0.6931471805599453,3.970291913552122,6.761352837213469,3,New Customers
12681.0,4,5,5,2.772588722239781,6.459904454377535,9.531593091360708,1,Champions
12682.0,5,5,5,1.6094379124341003,6.263398262591624,9.415793974716065,1,Champions
12683.0,5,5,5,1.6094379124341003,5.84354441703136,9.045179131116987,1,Champions
12684.0,5,4,5,2.1972245773362196,4.663439094112067,7.733959364615189,1,Champions
12685.0,4,5,5,3.367295829986474,5.062595033026967,7.960002460651312,1,Champions
12686.0,1,1,1,5.921578419643816,2.0794415416798357,4.501364017262502,2,At Risk Customers
12688.0,2,5,5,4.74493212836325,5.147494476813453,8.491836408313453,1,Champions
12689.0,4,4,4,3.295836866004329,4.290459441148391,7.1297862115656185,1,Champions
12690.0,1,2,2,5.332718793265369,2.833213344056216,5.966172379820607,2,At Risk Customers
12691.0,4,3,4,3.367295829986474,3.4965075614664802,6.94389432559801,1,Champions
12693.0,2,3,3,4.852030263919617,3.6888794541139363,6.753332895580138,0,Loyal Customers
12694.0,3,3,3,4.2626798770413155,3.6375861597263857,6.769263030204804,0,Loyal Customers
12695.0,5,2,3,2.0794415416798357,3.332204510175204,6.368358698228111,3,New Customers
12697.0,4,3,4,3.4011973816621555,3.7376696182833684,6.865463454791294,1,Champions
12700.0,5,5,5,2.1972245773362196,5.594711379601839,8.505320994961897,1,Champions
12701.0,2,3,3,4.394449154672439,3.9889840465642745,6.682997926190526,0,Loyal Customers
12702.0,4,1,1,3.044522437723423,2.5649493574615367,5.393627546352361,3,New Customers
12703.0,3,2,2,4.276666119016055,3.091042453358316,5.650908985049133,3,New Customers
12704.0,5,4,5,2.0794415416798357,4.48863636973214,7.758692224146705,1,Champions
12705.0,4,5,5,2.772588722239781,5.814130531825066,8.834816031986259,1,Champions
12707.0,1,3,3,5.680172609017068,3.5263605246161616,6.404269320519532,0,Loyal Customers
12708.0,4,5,5,3.4339872044851463,5.062595033026967,7.906145678459555,1,Champions
12709.0,4,5,5,2.772588722239781,5.337538079701318,9.180656121866384,1,Champions
12710.0,2,4,4,4.584967478670572,4.356708826689592,7.047534612510416,0,Loyal Customers
12712.0,4,5,5,3.4011973816621555,4.897839799950911,8.388707334356674,1,Champions
12713.0,5,3,3,0.6931471805599453,3.6635616461296463,6.744706797531768,3,New Customers
12714.0,5,5,5,2.302585092994046,5.560681631015528,8.45741346257719,1,Champions
12715.0,2,2,2,4.672828834461906,3.044522437723423,5.841687621789754,2,At Risk Customers
12716.0,5,4,4,1.6094379124341003,4.248495242049359,6.960812516706486,1,Champions
12717.0,2,3,4,5.0238805208462765,4.02535169073515,6.939234566008755,0,Loyal Customers
12718.0,3,2,1,4.276666119016055,2.995732273553991,5.477509030333064,3,New Customers
12719.0,5,3,3,1.791759469228055,3.6888794541139363,6.47072210140631,3,New Customers
12720.0,5,5,5,1.3862943611198906,5.872117789475416,8.662631168498326,1,Champions
12721.0,4,5,5,3.4965075614664802,5.087596335232384,7.885001871924596,1,Champions
12722.0,2,3,4,4.454347296253507,3.9889840465642745,6.906384339674138,0,Loyal Customers
12723.0,5,4,3,1.6094379124341003,4.248495242049359,6.587646428909592,1,Champions
12724.0,5,3,4,1.791759469228055,3.9889840465642745,6.9396511539657,1,Champions
12725.0,1,2,2,5.918893854273146,3.2188758248682006,6.060990609756592,2,At Risk Customers
12726.0,4,5,5,3.367295829986474,4.8283137373023015,7.867143813759015,1,Champions
12727.0,5,5,5,2.4849066497880004,4.941642422609304,8.2894641427604,1,Champions
12728.0,3,3,3,4.276666119016055,3.8501476017100584,6.7302182580203365,0,Loyal Customers
12729.0,2,2,2,4.74493212836325,3.295836866004329,6.118119224230488,2,At Risk Customers
12731.0,4,5,5,3.2188758248682006,5.616771097666572,9.846753695617958,1,Champions
12732.0,1,1,1,5.198497031265826,2.5649493574615367,5.469156586232957,2,At Risk Customers
12733.0,1,2,2,5.459585514144159,3.1354942159291497,5.953113455724059,2,At Risk Customers
